phecode,aou,mgi,ukb,plus20
NS_337.6,1011,123,7,0
NS_338,1230,2283,414,1
NS_338.1,551,205,358,1
NS_338.2,12,1,,0
NS_338.3,13,6,5,0
NS_339,114,26,118,1
NS_339.2,43,11,92,0
NS_339.4,35,8,11,0
NS_340,1821,887,427,1
NS_340.1,192,79,,0
NS_340.2,368,197,76,1
NS_340.3,135,79,56,1
NS_341,5302,1706,4557,1
NS_341.1,406,159,235,1
NS_341.11,106,61,73,1
NS_341.12,18,5,8,0
NS_341.13,8,,,0
NS_341.2,4239,1102,3858,1
NS_341.21,99,35,20,1
NS_341.22,284,77,84,1
NS_341.23,20,11,,0
NS_341.6,639,433,443,1
NS_341.9,75,49,,0
NS_342,1785,1072,840,1
NS_342.1,902,466,479,1
NS_342.2,476,426,166,1
NS_342.4,408,165,198,1
NS_343,3914,1589,802,1
NS_343.1,1571,593,137,1
NS_343.2,116,66,25,1
NS_343.3,1073,473,87,1
NS_343.5,141,96,164,1
NS_343.6,195,128,,0
NS_344,2482,1192,1542,1
NS_344.1,1143,633,1108,1
NS_344.11,213,103,68,1
NS_344.12,455,386,154,1
NS_344.13,232,119,165,1
NS_344.2,1045,328,163,1
NS_344.3,470,367,307,1
NS_345,7865,2235,367,1
NS_345.1,2396,304,15,0
NS_345.2,2911,524,,0
NS_345.3,286,51,25,1
NS_345.5,100,44,,0
NS_346,5275,2291,940,1
NS_346.1,2262,464,67,1
NS_346.2,72,39,,0
NS_346.3,345,120,339,1
NS_346.5,1036,793,133,1
NS_346.6,1325,1024,390,1
NS_347,7936,4296,1567,1
NS_347.1,839,393,321,1
NS_347.2,493,245,148,1
NS_347.21,67,32,,0
NS_347.3,68,42,,0
NS_348,7787,2773,3126,1
NS_348.1,289,172,86,1
NS_348.2,5419,2106,2279,1
NS_348.21,402,135,148,1
NS_348.4,956,375,541,1
NS_349,9471,3568,992,1
NS_349.1,8449,2937,828,1
NS_349.12,473,105,,0
NS_349.13,4325,2582,244,1
NS_349.14,1693,204,,0
NS_349.15,102,96,242,1
NS_349.2,211,11,8,0
NS_349.3,467,74,,0
NS_350,11123,3774,5263,1
NS_350.2,59,24,24,1
NS_350.3,1365,443,27,1
NS_350.4,1672,135,7,0
NS_350.5,4675,1505,5209,1
NS_351,45439,12693,4535,1
NS_351.1,19978,6179,50,1
NS_351.2,136,56,38,1
NS_351.3,20895,5611,2558,1
NS_351.4,207,94,33,1
NS_352,3397,1211,142,1
NS_352.1,1203,318,66,1
NS_352.2,946,662,19,0
NS_354,52573,14014,8191,1
NS_355,10432,4840,1319,1
NS_355.1,969,573,592,1
NS_355.2,9620,4646,733,1
NS_355.21,2726,976,,0
NS_356,7654,3390,2799,1
NS_356.1,2255,1206,441,1
NS_356.2,2845,1397,1263,1
NS_356.4,1735,330,,0
PP_900,3961,1440,2088,1
PP_900.1,3431,1393,1809,1
PP_900.2,970,155,364,1
PP_901,3776,954,2069,1
PP_901.1,1390,274,373,1
PP_901.11,335,17,10,0
PP_901.12,541,138,269,1
PP_901.13,39,5,4,0
PP_901.2,88,32,28,1
PP_901.3,2299,667,1669,1
PP_901.4,21,6,2,0
PP_902,326,118,85,1
PP_903,4580,1176,878,1
PP_903.1,2257,581,5,0
PP_903.2,2667,710,2,0
PP_904,7417,1326,1890,1
PP_904.1,5824,1020,1151,1
PP_904.11,3776,689,608,1
PP_904.2,1803,278,,0
PP_904.3,2306,495,823,1
PP_905,2992,721,1420,1
PP_906,776,201,64,1
PP_907,4113,791,578,1
PP_907.1,1222,288,235,1
PP_907.2,530,50,,0
PP_907.3,552,126,59,1
PP_907.4,73,33,,0
PP_907.6,349,70,114,1
PP_907.7,216,3,,0
PP_907.8,25,10,16,0
PP_908,6111,1399,1716,1
PP_908.1,2909,711,457,1
PP_908.12,1224,323,74,1
PP_908.13,82,30,17,0
PP_908.14,77,30,,0
PP_908.2,1878,517,94,1
PP_908.3,2671,729,602,1
PP_908.4,460,114,184,1
PP_909,4546,1354,313,1
PP_909.1,2140,689,221,1
PP_909.2,723,201,81,1
PP_909.3,2503,1073,,0
PP_910,5643,919,29,1
PP_910.1,560,240,29,1
PP_911,3419,600,314,1
PP_911.1,1664,297,200,1
PP_912,988,334,212,1
PP_912.1,201,57,34,1
PP_912.2,360,213,44,1
PP_912.21,272,198,21,1
PP_913,112,35,8,0
PP_914,6016,711,1173,1
PP_916,8956,1140,401,1
PP_916.1,3628,597,313,1
PP_916.2,1886,222,44,1
PP_916.21,178,7,4,0
PP_916.4,4746,434,,0
PP_916.6,81,,2,0
PP_916.7,344,6,,0
PP_917,629,103,32,1
PP_918,434,166,,0
PP_919,12,6,,0
PP_920,3585,720,467,1
PP_920.1,733,161,146,1
PP_920.2,1199,341,180,1
PP_920.3,1556,210,22,1
PP_920.31,895,79,,0
PP_922,2625,655,110,1
PP_922.1,114,19,1,0
PP_922.2,672,409,,0
PP_923,93,23,11,0
PP_924,903,269,49,1
PP_926,4784,1404,127,1
PP_926.1,563,535,,0
PP_926.11,533,440,,0
PP_927,2202,274,3,0
PP_927.1,95,5,,0
PP_927.2,1375,201,,0
PP_927.3,1075,101,,0
PP_928,4596,1228,343,1
PP_928.1,2455,153,,0
PP_928.2,168,41,,0
PP_929,2180,457,239,1
PP_930,3648,653,573,1
PP_930.3,630,213,12,0
PP_930.31,48,17,,0
PP_932,11744,3175,5598,1
PP_932.1,6207,1532,,0
PP_932.11,4018,819,,0
PP_932.2,621,63,21,1
PP_932.3,1282,925,150,1
PP_932.4,2955,790,,0
PP_932.5,26,9,,0
PP_932.6,16,4,9,0
PP_935,963,413,366,1
PP_937,1908,215,138,1
PP_938,15432,2951,3136,1
PP_938.1,67,25,,0
PP_940,3604,3,1959,0
PP_940.1,2358,3,950,0
PP_940.2,132,,121,0
PP_940.3,11,,80,0
PP_941,6990,1208,4105,1
PP_941.1,2492,,407,0
PP_941.2,506,,93,0
PP_941.3,77,,53,0
PP_941.4,382,,2441,0
PP_941.5,4157,1057,1359,1
PP_944,3897,,1477,0
PP_945,1868,822,1699,1
PP_945.2,42,6,5,0
PP_945.3,1819,816,1696,1
PP_947,5132,52,803,1
PP_947.1,70,,37,0
PP_947.2,76,,8,0
PP_947.3,44,,6,0
PP_947.4,4538,,587,0
PP_947.5,18,,1,0
PP_947.6,183,52,,0
PP_949,3257,1935,1050,1
PP_949.1,419,1697,282,1
PP_949.2,17,3,3,0
PP_949.3,54,9,5,0
PP_949.4,170,17,181,0
PP_950,754,212,218,1
PP_952,1047,352,176,1
PP_952.5,118,35,3,0
PP_954,1077,585,115,1
PP_954.2,600,369,5,0
RE_460,88424,21935,23999,1
RE_460.1,78766,19211,4871,1
RE_460.2,28488,6482,19765,1
RE_460.3,1136,443,251,1
RE_462,46411,12632,4284,1
RE_462.1,31814,8912,323,1
RE_462.2,27820,7119,4053,1
RE_463,60914,25185,4853,1
RE_463.1,14459,3422,1419,1
RE_463.2,46671,22719,2821,1
RE_463.21,19204,18305,2821,1
RE_463.22,190,59,,0
RE_463.23,1816,1533,,0
RE_463.3,1253,557,37,1
RE_463.4,12972,3424,,0
RE_463.5,8241,2056,,0
RE_464,4870,885,699,1
RE_464.1,4592,869,674,1
RE_464.2,311,16,26,0
RE_465,45437,10993,1780,1
RE_465.1,45096,10841,1602,1
RE_465.11,7465,1629,33,1
RE_465.2,755,322,113,1
RE_465.3,115,64,52,1
RE_466,7821,2107,2775,1
RE_466.1,4217,885,919,1
RE_466.2,1420,532,591,1
RE_466.3,643,162,605,1
RE_466.4,2427,958,455,1
RE_467,5258,1029,504,1
RE_467.1,4033,918,266,1
RE_467.11,180,71,3,0
RE_467.2,1367,115,126,1
RE_467.3,41,15,,0
RE_467.4,95,21,117,1
RE_468,28776,10643,23972,1
RE_468.1,4279,648,1965,1
RE_468.2,5415,2459,1900,1
RE_468.21,782,224,521,1
RE_468.22,368,272,225,1
RE_468.3,307,151,,0
RE_468.4,,901,,0
RE_468.5,1039,289,399,1
RE_468.6,46,21,21,1
RE_468.8,705,89,668,1
RE_468.9,3533,832,14051,1
RE_469,39666,9301,2086,1
RE_469.1,24972,5828,363,1
RE_469.2,4010,1791,634,1
RE_470,1233,312,104,1
RE_471,26653,9831,12302,1
RE_471.1,937,176,189,1
RE_471.2,9305,2958,5531,1
RE_471.3,4831,1588,2365,1
RE_471.5,2376,1042,4464,1
RE_472,6991,3975,2885,1
RE_472.1,1432,869,430,1
RE_472.2,652,297,414,1
RE_472.3,938,235,272,1
RE_472.4,678,347,114,1
RE_472.5,223,290,81,1
RE_472.6,211,124,174,1
RE_474,24255,8625,19999,1
RE_474.1,7825,3383,4074,1
RE_474.11,,24,13,0
RE_474.12,430,172,14,0
RE_474.13,2308,809,257,1
RE_475,46095,16260,42289,1
RE_475.5,1673,773,,0
RE_475.6,734,173,,0
RE_475.7,179,69,,0
RE_476,3477,989,4705,1
RE_477,1254,563,827,1
RE_477.1,306,73,562,1
RE_477.2,336,180,230,1
RE_477.3,29,,1,0
RE_478,3493,1209,2159,1
RE_479,25419,8445,8778,1
RE_479.1,683,496,305,1
RE_479.3,13834,4796,3207,1
RE_479.31,11694,4285,526,1
RE_479.32,2629,773,309,1
RE_479.6,16019,4199,5792,1
RE_480,6502,2811,982,1
RE_480.1,1862,2093,,0
RE_480.2,5625,1423,,0
RE_481,6597,2403,2987,1
RE_481.1,547,789,173,1
RE_481.2,31,6,,0
RE_481.3,2,1,,0
RE_481.4,4702,1526,2,0
RE_481.41,93,26,,0
RE_481.42,472,428,,0
RE_481.43,100,25,2,0
RE_481.44,158,56,,0
RE_481.45,103,39,,0
RE_481.46,21,7,,0
RE_481.5,34,19,,0
RE_481.6,16,14,,0
RE_481.7,87,3,,0
RE_482,884,412,737,1
RE_482.1,389,149,158,1
RE_482.2,574,290,602,1
RE_483,12120,4610,11831,1
RE_484,3581,4344,1661,1
RE_484.1,570,1192,346,1
RE_484.2,25,16,,0
RE_484.3,940,434,,0
RE_484.4,523,183,74,1
RE_486,21579,11700,5075,1
RE_486.3,71,82,,0
RE_486.5,129,14,,0
RE_486.7,6,11,,0
RE_487,11317,3376,7027,1
RE_487.1,7921,2322,3849,1
RE_487.2,65,52,23,1
RE_487.3,3950,1230,3260,1
RE_488,83046,28455,15610,1
RE_488.1,66294,19429,10917,1
RE_488.11,1470,480,,0
RE_488.2,514,394,373,1
RE_488.3,111,85,9,0
RE_488.4,1267,578,,0
RE_488.5,461,1290,173,1
RE_488.6,11571,2802,471,1
RE_488.7,2415,927,,0
RE_488.8,1436,302,243,1
RE_488.9,12876,5797,,0
RE_489,1796,516,326,1
RE_489.1,792,244,181,1
RE_491,3582,858,2732,1
RE_492,455,349,88,1
RE_494,9924,4380,1478,1
RE_494.1,8132,3752,1343,1
RE_494.2,233,353,31,1
RE_494.3,22,88,,0
RE_494.4,13,11,,0
RE_495,35232,10367,4440,1
RE_495.1,15994,5579,,0
RE_496,2397,584,61,1
RE_497,142,75,220,1
RE_498,11826,148,512,1
RE_498.1,11500,,,0
RE_498.2,282,148,60,1
RE_499,78426,19969,6340,1
RE_499.1,74401,18716,5423,1
RE_499.11,161,,,0
RE_499.12,2281,,,0
RE_499.2,752,236,149,1
RE_499.3,4767,1734,,0
RE_499.4,6447,1048,560,1
SO_360,17635,6916,3986,1
SO_360.1,5485,1516,316,1
SO_360.2,3245,1103,2483,1
SO_360.4,10368,5183,1259,1
SO_360.41,139,56,,0
SO_360.42,1205,529,,0
SO_360.5,1142,359,27,1
SO_360.51,591,186,,0
SO_360.52,14,4,,0
SO_360.53,579,194,,0
SO_360.54,30,4,,0
SO_360.6,639,295,,0
SO_361,6649,3309,5840,1
SO_361.1,966,419,1367,1
SO_361.12,19,18,,0
SO_361.13,22,4,,0
SO_361.14,49,23,,0
SO_361.15,748,305,,0
SO_361.2,428,422,88,1
SO_361.22,31,26,,0
SO_361.24,37,45,,0
SO_361.25,99,114,,0
SO_361.3,4526,2126,2595,1
SO_361.32,507,383,,0
SO_361.33,471,276,,0
SO_361.35,49,46,,0
SO_361.36,518,495,,0
SO_361.4,415,187,1272,1
SO_361.5,409,602,,0
SO_361.6,5,6,,0
SO_361.8,39,71,,0
SO_361.9,685,426,997,1
SO_361.92,58,55,,0
SO_361.93,6,,,0
SO_361.94,93,110,,0
SO_362,12198,4761,4814,1
SO_362.1,211,64,273,1
SO_362.2,55,7,,0
SO_362.3,1,1,,0
SO_362.4,99,48,,0
SO_362.5,804,293,,0
SO_362.6,4084,2005,,0
SO_362.7,980,309,,0
SO_362.8,4379,1205,,0
SO_363,23487,9260,4645,1
SO_363.1,129,38,24,1
SO_363.2,22273,8785,,0
SO_363.3,29,11,,0
SO_363.4,15,2,,0
SO_363.5,1634,834,1631,1
SO_363.51,184,191,,0
SO_363.52,426,162,,0
SO_363.6,318,112,230,1
SO_363.61,249,91,,0
SO_363.62,73,24,,0
SO_363.63,12,2,,0
SO_363.7,640,314,1851,1
SO_365,1435,784,489,1
SO_365.1,69,44,26,1
SO_365.2,207,81,,0
SO_365.3,870,507,366,1
SO_365.4,24,30,,0
SO_365.5,43,18,,0
SO_365.6,54,32,11,0
SO_366,4256,1479,1270,1
SO_366.1,1239,174,426,1
SO_366.2,1587,602,,0
SO_366.21,1131,429,,0
SO_366.3,147,105,44,1
SO_366.4,403,149,444,1
SO_366.42,234,115,,0
SO_366.5,312,200,,0
SO_366.6,280,132,,0
SO_367,31016,10151,2598,1
SO_367.1,22343,6731,660,1
SO_367.11,261,100,,0
SO_367.12,8245,2703,31,1
SO_367.13,576,194,14,0
SO_367.2,5270,2240,465,1
SO_367.21,1083,488,274,1
SO_367.22,1243,705,,0
SO_367.3,4274,1603,208,1
SO_367.31,3545,746,,0
SO_367.32,84,72,,0
SO_367.4,525,220,245,1
SO_367.41,369,133,,0
SO_367.42,70,24,,0
SO_367.5,2948,1114,854,1
SO_367.51,128,41,,0
SO_367.52,2763,902,849,1
SO_367.53,236,264,,0
SO_367.56,27,7,,0
SO_367.6,407,229,48,1
SO_367.7,709,393,42,1
SO_367.8,2793,995,,0
SO_367.9,419,128,68,1
SO_368,217,99,69,1
SO_368.1,74,15,,0
SO_368.2,29,8,,0
SO_369,6423,2421,2748,1
SO_369.1,2246,859,377,1
SO_369.11,180,90,,0
SO_369.12,259,74,2,0
SO_369.14,63,22,,0
SO_369.15,127,77,,0
SO_369.2,901,282,234,1
SO_369.3,376,147,31,1
SO_369.4,1440,649,1537,1
SO_369.42,501,239,,0
SO_369.43,183,73,,0
SO_369.44,312,85,,0
SO_369.6,666,212,182,1
SO_369.61,65,23,,0
SO_369.62,561,175,159,1
SO_369.7,1039,481,,0
SO_370,1511,535,884,1
SO_370.1,386,146,63,1
SO_370.11,316,129,,0
SO_370.2,76,25,5,0
SO_370.3,89,58,85,1
SO_370.4,550,193,241,1
SO_370.41,191,61,,0
SO_370.6,246,64,,0
SO_371,39475,16451,53820,1
SO_371.1,4066,953,,0
SO_371.2,2301,645,,0
SO_371.21,135,33,,0
SO_371.22,2199,618,,0
SO_371.3,25885,9510,17008,1
SO_371.4,138,64,,0
SO_372,1509,272,619,1
SO_372.1,401,200,239,1
SO_372.2,222,70,124,1
SO_373,3100,876,497,1
SO_373.1,2670,602,249,1
SO_373.2,254,29,78,1
SO_373.5,84,30,14,0
SO_374,24740,8512,17256,1
SO_374.1,4522,1434,5208,1
SO_374.11,1302,705,1535,1
SO_374.12,477,152,160,1
SO_374.13,1143,381,,0
SO_374.14,985,189,,0
SO_374.2,333,101,166,1
SO_374.21,268,88,,0
SO_374.22,9,1,,0
SO_374.3,2020,742,582,1
SO_374.32,115,149,,0
SO_374.33,660,357,,0
SO_374.34,114,30,,0
SO_374.35,92,33,,0
SO_374.36,193,93,,0
SO_374.4,9083,3864,3549,1
SO_374.41,2322,774,,0
SO_374.42,6544,3084,3459,1
SO_374.43,55,7,,0
SO_374.44,425,132,,0
SO_374.5,7932,2539,7415,1
SO_374.51,3779,1667,,0
SO_374.511,2743,766,,0
SO_374.512,899,292,,0
SO_374.53,1803,444,,0
SO_374.54,3109,944,,0
SO_374.6,3113,862,334,1
SO_374.61,2046,668,,0
SO_374.7,5813,2222,,0
SO_374.71,4966,1922,,0
SO_374.72,196,48,,0
SO_374.73,17,4,,0
SO_374.74,1231,466,,0
SO_374.8,1440,678,,0
SO_374.9,2131,697,1553,1
SO_374.91,719,204,266,1
SO_375,20154,5619,11587,1
SO_375.1,9556,3123,9866,1
SO_375.11,5097,1078,3030,1
SO_375.111,228,56,,0
SO_375.112,206,43,,0
SO_375.113,724,192,,0
SO_375.12,912,192,1537,1
SO_375.6,3366,1043,,0
SO_375.61,59,6,,0
SO_375.7,259,78,67,1
SO_376,18327,6975,2397,1
SO_376.1,12320,5574,,0
SO_376.2,9284,2630,2304,1
SO_376.21,393,152,738,1
SO_376.22,174,54,,0
SO_376.3,148,26,24,1
SO_376.4,668,95,,0
SO_377,6807,2083,1593,1
SO_377.1,79,43,,0
SO_377.2,3594,993,390,1
SO_377.3,60,23,39,1
SO_377.4,1858,434,214,1
SO_377.5,1602,667,910,1
SO_377.6,86,30,,0
SO_377.7,54,31,,0
SO_377.8,226,89,87,1
SO_379,3090,1114,395,1
SO_379.2,2984,1087,332,1
SO_379.3,46,7,,0
SO_380,7394,1827,898,1
SO_380.1,3788,1015,365,1
SO_380.11,1125,522,210,1
SO_380.12,331,153,,0
SO_380.2,2564,688,406,1
SO_380.21,794,249,106,1
SO_380.22,332,89,,0
SO_380.23,73,6,,0
SO_380.24,109,33,,0
SO_380.3,3238,601,141,1
SO_380.5,32,17,2,0
SO_380.51,24,9,,0
SO_381,4294,2086,2188,1
SO_381.1,1317,735,746,1
SO_381.11,179,62,169,1
SO_381.3,1061,570,329,1
SO_381.31,192,51,,0
SO_381.32,26,58,,0
SO_381.4,1083,528,567,1
SO_381.41,277,60,,0
SO_381.5,739,547,126,1
SO_381.6,444,331,476,1
SO_381.7,9,25,,0
SO_381.8,830,398,108,1
SO_381.81,271,128,,0
SO_381.82,442,236,,0
SO_381.83,,1,,0
SO_382,1234,506,41,1
SO_382.1,416,161,8,0
SO_382.2,71,15,8,0
SO_383,1027,296,532,1
SO_383.1,935,281,,0
SO_383.2,57,5,,0
SO_384,1450,570,264,1
SO_384.1,671,315,,0
SO_384.2,453,132,,0
SO_384.3,258,98,,0
SO_384.4,58,25,,0
SO_385,52,12,,0
SO_386,31772,11564,6786,1
SO_386.1,1773,1332,1404,1
SO_386.2,4651,1982,1536,1
SO_386.3,2622,718,,0
SO_386.4,4666,2126,859,1
SO_386.41,695,114,,0
SO_386.42,797,414,,0
SO_386.43,360,102,,0
SO_386.5,191,71,27,1
SO_386.6,177,53,4,0
SO_386.7,94,25,,0
SO_386.8,1044,314,,0
SO_386.9,1645,550,,0
SO_387,38226,17186,7432,1
SO_387.1,9631,4096,656,1
SO_387.2,19325,10748,3364,1
SO_387.21,1011,136,425,1
SO_387.3,19312,9065,3192,1
SO_387.4,22486,8172,75,1
SO_387.5,1088,443,,0
SO_387.6,23,21,,0
SO_387.8,130,25,5,0
SO_388,7857,2600,2220,1
SO_389,13811,4877,1208,1
SO_389.1,7384,1884,359,1
SO_389.2,8,,,0
SO_390,29938,7510,2464,1
SO_390.1,11870,2836,959,1
SO_390.2,160,34,,0
SO_390.4,21314,5211,604,1
SO_390.5,133,100,115,1
SO_390.6,550,146,577,1
SO_391,27174,8463,5096,1
SO_391.1,20036,5868,2579,1
SO_391.2,9853,3575,330,1
SO_391.21,152,7,5,0
SO_391.22,251,33,23,1
SO_391.23,76,32,8,0
SO_391.3,78,52,38,1
SO_391.4,179,66,129,1
SO_391.5,66,120,164,1
SO_391.6,502,472,779,1
SO_391.7,1697,778,1464,1
SO_391.8,541,207,423,1
SO_391.9,280,106,24,1
SO_392,18510,4490,863,1
SO_392.1,17834,4071,527,1
SO_392.2,1214,693,373,1
SO_393,718,224,168,1
SO_394,11629,3232,2730,1
SO_394.1,1146,452,1136,1
SO_394.2,10276,2864,1484,1
SO_394.21,8248,2256,1169,1
SO_394.22,685,230,302,1
SO_394.23,726,39,31,1
SO_394.4,18,5,,0
SO_395,2263,828,1459,1
SO_395.1,1193,224,1359,1
SO_395.2,42,121,13,0
SO_396,34940,13892,11306,1
SO_396.1,3247,1765,699,1
SO_396.2,23617,7867,2008,1
SO_396.3,3446,2117,305,1
SO_396.4,40,24,18,0
SO_396.5,890,303,29,1
SO_396.6,5,1,,0
SO_396.7,29,3,56,0
SO_396.8,23335,8545,956,1
SO_396.9,8273,3965,431,1
SO_397,19410,5057,1466,1
SO_397.1,17423,4836,1426,1
SO_397.11,678,266,,0
SO_397.2,473,160,21,1
SO_397.3,275,115,,0
SO_398,6323,2242,176,1
SO_399,191,30,,0
SS_800,86052,24278,47131,1
SS_800.1,18050,5085,384,1
SS_800.11,9764,2351,,0
SS_800.2,9028,2608,6719,1
SS_800.3,731,140,,0
SS_805,33255,10936,6653,1
SS_806,4662,944,,0
SS_807,78521,24406,6131,1
SS_807.1,8645,3770,1174,1
SS_807.11,359,161,1174,1
SS_807.2,27233,7879,,0
SS_807.21,12023,5370,,0
SS_807.3,495,,,0
SS_808,26701,7776,14575,1
SS_808.1,94,43,,0
SS_809,127089,40164,4502,1
SS_809.1,19635,18057,214,1
SS_809.2,70142,23480,1743,1
SS_809.21,10755,1865,,0
SS_809.22,338,417,,0
SS_809.3,94287,5920,2064,1
SS_809.31,26159,,,0
SS_809.32,25874,,,0
SS_809.33,23046,5920,,0
SS_809.34,37961,,,0
SS_810,5216,2153,691,1
SS_810.1,2790,1274,,0
SS_810.2,1290,510,188,1
SS_810.3,575,149,43,1
SS_811,175,113,193,1
SS_812,40609,13423,5269,1
SS_812.1,2145,523,121,1
SS_812.2,2749,651,356,1
SS_813,84,25,31,1
SS_814,3010,1890,1389,1
SS_815,942,792,681,1
SS_817,1089,,5,0
SS_819,50111,12613,26266,1
SS_820,2099,587,120,1
SS_821,884,886,103,1
SS_821.1,884,367,,0
SS_822,968,1274,,0
SS_822.8,571,810,,0
SS_822.81,305,135,,0
SS_822.82,294,340,,0
SS_823,6487,10463,470,1
SS_823.1,6487,5545,92,1
SS_823.2,,7346,381,0
SS_824,,595,315,0
SS_824.1,,24,32,0
SS_824.2,,30,35,0
SS_824.3,,79,6,0
SS_825,2345,824,,0
SS_826,7872,8665,377,1
SS_826.1,6505,,11,0
SS_826.2,104,30,1,0
SS_826.3,1325,313,46,1
SS_826.4,,8633,326,0
SS_827,516,167,110,1
SS_827.1,117,15,39,0
SS_829,34644,16710,11111,1
SS_829.1,517,266,,0
SS_829.2,1866,485,315,1
SS_829.3,25,14,20,0
SS_830,9500,3755,635,1
SS_831,785,267,135,1
SS_832,14137,420,567,1
SS_832.1,17,15,1,0
SS_832.2,30,21,15,0
SS_832.4,392,67,20,1
SS_832.5,383,97,36,1
SS_832.6,980,,,0
SS_832.7,145,,,0
SS_832.8,103,,,0
SS_832.9,291,,,0
SS_834,16430,5878,1701,1
SS_834.1,11933,5585,,0
SS_834.3,4455,930,,0
SS_835,22769,9960,898,1
SS_835.1,240,245,48,1
SS_840,61031,32594,48645,1
SS_840.1,1330,1621,291,1
SS_840.11,57,130,,0
SS_840.12,90,385,,0
SS_840.13,68,5,,0
SS_840.14,83,21,,0
SS_840.15,43,16,,0
SS_840.16,7,3,,0
SS_840.17,4,63,,0
SS_840.18,9,64,,0
SS_840.2,6925,10041,636,1
SS_840.4,,487,,0
SS_840.5,,978,,0
SS_840.6,1287,8046,41338,1
SS_840.61,1287,4450,29211,1
SS_840.611,,2507,24354,0
SS_840.612,,1430,5937,0
SS_840.613,,1491,1258,0
SS_840.62,,107,445,0
SS_840.63,,1380,2266,0
SS_840.64,,900,7310,0
SS_840.65,,113,320,0
SS_840.8,52776,24263,3941,1
SS_840.9,1770,756,620,1
SS_844,1678,,993,0
SS_847,4061,2554,1496,1
SS_847.1,695,425,74,1
SS_847.2,2166,1619,571,1
SS_847.3,762,494,152,1
SS_847.4,448,304,56,1
SS_847.5,79,74,,0
SS_847.6,18,6,,0
SS_847.7,393,322,129,1
SS_847.8,207,248,,0
SS_848,15206,25,488,1
SS_849,1015,618,70,1
SS_849.1,209,268,,0
SS_849.3,303,164,44,1
SS_849.4,76,69,1,0
